,Unnamed: 0,transmission_line_id,circuit_id,province,operating_region,owner,number_of_circuits,current,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage_in_kv,reactance_in_ohm,summer_ampacity,winter_ampacity,summer_rating_in_mva,winter_rating_in_mva,power_factor,smax,summer_capacity_in_mw,winter_capacity_in_mw,starting_node_name,starting_node_code,ending_node_name,ending_node_code,notes,sources
1229,1229,11905,L2M,ON,Ontario,HONI,1,ac,5.0,3.086,202.2,124.815,115,,,,,,,1.76,58,64,,ON_CLN_JCT,,ON_CHS_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1230,1230,11906,L2M,ON,Ontario,HONI,1,ac,15.0,9.259,202.2,124.815,115,,,,,,,1.76,58,64,,ON_CLN_JCT,,ON_MRN_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1231,1231,11907,L2M,ON,Ontario,HONI,1,ac,0.1,0.062,202.2,124.815,115,,,,,,,1.76,58,64,,ON_MRN_JCT,,ON_MRN_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1232,1232,11908,L2M,ON,Ontario,HONI,1,ac,10.0,6.173,202.2,124.815,115,,,,,,,1.76,58,64,,ON_MRN_JCT,,ON_OSG_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1233,1233,11909,L2M,ON,Ontario,HONI,1,ac,8.0,4.938,202.2,124.815,115,,,,,,,1.76,58,64,,ON_OSG_JCT,,ON_RSL_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1234,1234,11910,L2M,ON,Ontario,HONI,1,ac,12.0,7.407,202.2,124.815,115,,,,,,,1.76,58,64,,ON_OSG_JCT,,ON_LBK_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1235,1235,11911,L2M,ON,Ontario,HONI,3,ac,0.1,0.062,202.2,124.815,115,,,,,,,1.76,58,64,,ON_LBK_JCT,,ON_LBK_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1236,1236,11912,L2M,ON,Ontario,HONI,1,ac,7.8,4.815,202.2,124.815,115,,,,,,,1.76,58,64,,ON_LBK_JCT,,ON_MER_TSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1237,1237,11913,L2Y,ON,Ontario,HONI,1,ac,5.7,3.519,5.7,3.519,115,,,,,,,3.0,98,108,,ON_LES_DSS,,ON_GLG_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1238,1238,11914,L33P,ON,Ontario,HONI,1,ac,4.3,2.654,4.3,2.654,230,,,,,,,3.0,0,0,,ON_STL_DSS,,XX_ONUS6_INT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:169, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1239,1239,11915,L34P,ON,Ontario,HONI,1,ac,4.3,2.654,4.3,2.654,230,,,,,,,3.0,0,0,,ON_STL_DSS,,XX_ONUS6_INT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:169, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1240,1240,11916,L37G,ON,Ontario,HONI,1,ac,7.0,4.321,7.1,4.383,230,,,,,,,3.0,402,435,,ON_LMB_DSS,,ON_GRF_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1241,1241,11917,L37G,ON,Ontario,HONI,1,ac,0.1,0.062,7.1,4.383,230,,,,,,,3.0,402,435,,ON_GRF_JCT,,ON_GRF_GSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1242,1242,11918,L38G,ON,Ontario,HONI,1,ac,7.0,4.321,7.1,4.383,230,,,,,,,3.0,402,435,,ON_LMB_DSS,,ON_GRF_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1243,1243,11919,L38G,ON,Ontario,HONI,1,ac,0.1,0.062,7.1,4.383,230,,,,,,,3.0,402,435,,ON_GRF_JCT,,ON_GRF_GSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1244,1244,11920,L3P,ON,Ontario,HONI,1,ac,5.0,3.086,5.0,3.086,115,,,,,,,3.0,98,108,,ON_LKH_TSS,,ON_PTA_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1245,1245,11921,L4C,ON,Ontario,HONI,1,ac,5.6,3.457,5.6,3.457,115,,,,,,,3.0,98,108,,ON_LES_DSS,,ON_CHL_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1246,1246,11922,L4D,ON,Ontario,HONI,1,ac,4.0,2.469,4.0,2.469,345,,,,,,,3.0,845,845,,ON_LMB_DSS,,XX_ONUS3_INT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:169, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1247,1247,11923,L4P,ON,Ontario,HONI,1,ac,5.0,3.086,5.0,3.086,115,,,,,,,3.0,98,108,,ON_LKH_TSS,,ON_PTA_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1248,1248,11924,L4S,ON,Ontario,HONI,1,ac,4.5,2.778,4.5,2.778,115,,,,,,,3.0,98,108,,ON_BMD_JCT,,ON_SCB_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1249,1249,11925,L51D,ON,Ontario,HONI,1,ac,1.1,0.679,1.1,0.679,230,,,,,,,3.0,0,0,,ON_LMB_DSS,,XX_ONUS3_INT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:169, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1250,1250,11926,L5D,ON,Ontario,HONI,1,ac,4.8,2.963,4.8,2.963,115,,,,,,,3.0,98,108,,ON_LES_DSS,,ON_DPX_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1251,1251,11927,L5H,ON,Ontario,HONI,1,ac,5.0,3.086,115.0,70.988,115,,,,,,,2.55,84,92,,ON_CMM_JCT,,ON_NBY_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1252,1252,11928,L5H,ON,Ontario,HONI,1,ac,40.0,24.691,115.0,70.988,115,,,,,,,2.55,84,92,,ON_CRY_SWS,,ON_CMM_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1253,1253,11929,L5H,ON,Ontario,HONI,1,ac,70.0,43.21,115.0,70.988,115,,,,,,,2.55,84,92,,ON_NBY_DSS,,ON_OTH_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1254,1254,11930,L5S,ON,Ontario,HONI,1,ac,4.5,2.778,4.5,2.778,115,,,,,,,3.0,98,108,,ON_BMD_JCT,,ON_SCB_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1255,1255,11931,L7S,ON,Ontario,HONI,1,ac,0.1,0.062,128.4,79.259,115,,,,,,,2.37,78,86,,ON_SFT_DSS,,ON_SFL_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1256,1256,11932,L7S,ON,Ontario,HONI,1,ac,13.0,8.025,128.4,79.259,115,,,,,,,2.37,78,86,,ON_SFL_JCT,,ON_GSH_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1257,1257,11933,L7S,ON,Ontario,HONI,1,ac,0.1,0.062,128.4,79.259,115,,,,,,,2.37,78,86,,ON_GSH_JCT,,ON_GSH_GSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1258,1258,11934,L7S,ON,Ontario,HONI,1,ac,13.0,8.025,128.4,79.259,115,,,,,,,2.37,78,86,,ON_GSH_JCT,,ON_KRK_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1259,1259,11935,L7S,ON,Ontario,HONI,1,ac,12.0,7.407,128.4,79.259,115,,,,,,,2.37,78,86,,ON_KRK_JCT,,ON_BID_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1260,1260,11936,L7S,ON,Ontario,HONI,1,ac,0.1,0.062,128.4,79.259,115,,,,,,,2.37,78,86,,ON_BID_JCT,,ON_CEN_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1261,1261,11937,L7S,ON,Ontario,HONI,1,ac,12.0,7.407,128.4,79.259,115,,,,,,,2.37,78,86,,ON_CEN_DSS,,ON_MCG_ISS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1262,1262,11938,L7S,ON,Ontario,HONI,1,ac,35.0,21.605,128.4,79.259,115,,,,,,,2.37,78,86,,ON_BID_JCT,,ON_GRB_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
1263,1263,11939,L7S,ON,Ontario,HONI,1,ac,0.1,0.062,128.4,79.259,115,,,,,,,2.37,78,86,,ON_GRB_JCT,,ON_GRB_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
